"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
187787;2019-01-27;"1";"17:50:00";"MG";116;262,5;"TEOFILO OTONI";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Sol";"Simples";"Não Informado";"Não";2;0;1;0;1;0;1;2;"-17.742083";"-41.49992";"SR-MG";"DEL4/11";"UOP01/MG"
187789;2019-01-27;"1";"17:40:00";"PI";343;15,6;"PARNAIBA";"Ingestão de Álcool";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Simples";"Reta";"Sim";2;0;0;0;2;0;0;2;"-2.93659";"-41.754936";"SR-PI";"DEL17/5";"UOP01/PI"
187791;2019-01-27;"1";"17:30:00";"CE";222;6,5;"CAUCAIA";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;1;0;0;2;2;"-3.736507";"-38.65337";"SR-CE";"DEL16/1";"UOP01/CE"
187792;2019-01-27;"1";"17:50:00";"RJ";116;206;"SEROPEDICA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;0;2;1;0;2;2;"-22.726013";"-43.651588";"SR-RJ";"DEL5/1";"UOP03/RJ"
187793;2019-01-27;"1";"18:40:00";"SP";116;129,2;"CACAPAVA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Sim";3;0;2;0;1;0;2;2;"-23.118858";"-45.719486";"SR-SP";"DEL6";"UOP02/SP"
187794;2019-01-27;"1";"18:00:00";"BA";110;318;"ALAGOINHAS";"Desobediência às normas de trânsito pelo condutor";"Capotamento";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;"-12.01312912";"-38.36322784";"SR-BA";"DEL10/1";"UOP04/BA"
187796;2019-01-27;"1";"17:30:00";"RJ";101;294;"ITABORAI";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;0;1;1;1;2;"-22.758444";"-42.895023";"SR-RJ";"DEL5/2";"UOP02/RJ"
187797;2019-01-27;"1";"18:50:00";"SP";116;56,5;"LORENA";"Ingestão de álcool e/ou substâncias psicoativas pelo pedestre";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;"-22.769072";"-45.130444";"SR-SP";"DEL6/8";"UOP02/SP"
187798;2019-01-27;"1";"19:20:00";"RS";116;231;"IVOTI";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de vias";"Sim";4;0;2;0;1;1;2;2;"-29.62473722";"-51.13570333";"SR-RS";"DEL9/1";"UOP02/RS"
187799;2019-01-27;"1";"18:50:00";"PR";277;168,3;"PALMEIRA";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;1;"-25.43491426";"-49.98565793";"SR-PR";"DEL7/1";"UOP05/PR"
187800;2019-01-27;"1";"17:50:00";"SE";101;198;"CRISTINAPOLIS";"Falta de Atenção à Condução";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";1;0;1;0;0;0;1;1;"-11.46718176";"-37.74619639";"SR-SE";"DEL20/2";"UOP03/SE"
187801;2019-01-27;"1";"18:35:00";"SE";235;5,3;"NOSSA SENHORA DO SOCORRO";"Restrição de Visibilidade";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;1;0;0;2;0;0;1;"-10.9041";"-37.1278";"SR-SE";"DEL20/1";"UOP01/SE"
187802;2019-01-27;"1";"19:45:00";"SP";116;205;"ARUJA";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;"-23.41824621";"-46.37290049";"SR-SP";"DEL6/1";"UOP01/SP"
187803;2019-01-27;"1";"17:10:00";"PR";277;162,1;"PALMEIRA";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Interseção de vias";"Não";3;0;1;0;1;1;1;2;"-25.44743565";"-49.95649159";"SR-PR";"DEL7/1";"UOP05/PR"
187804;2019-01-27;"1";"19:00:00";"RS";471;172;"RIO PARDO";"Ingestão de Álcool";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Desvio Temporário";"Sim";5;0;3;2;0;0;5;1;"-29.96600211";"-52.36988267";"SR-RS";"DEL9/2";"UOP03/RS"
187805;2019-01-27;"1";"19:00:00";"SP";116;172,4;"GUARAREMA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Dupla";"Não Informado";"Não";3;0;1;0;2;0;1;2;"-23.31506504";"-46.07219696";"SR-SP";"DEL6/2";"UOP01/SP"
187806;2019-01-27;"1";"18:45:00";"BA";324;378;"SAO JOSE DO JACUIPE";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;3;0;0;0;0;0;1;"-11.45878517";"-39.80471134";"SR-BA";"DEL10/4";"UOP02/BA"
187807;2019-01-27;"1";"17:30:00";"RR";174;8;"BOA VISTA";"Defeito Mecânico no Veículo";"Saída de leito carroçável";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";6;0;0;5;1;0;5;1;"2.819364";"-60.673775";"SR-RR";"UOP01/RR";""
187808;2019-01-27;"1";"19:30:00";"RS";158;558,1;"SANTANA DO LIVRAMENTO";"Mal Súbito";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Não Informado";"Não";4;0;1;0;3;0;1;1;"-30.84212865";"-55.43314934";"SR-RS";"DEL9/11";"UOP01/RS"
187809;2019-01-27;"1";"17:45:00";"PR";116;7;"CAMPINA GRANDE DO SUL";"Ingestão de Álcool";"Colisão lateral";"Sem Vítimas";"Anoitecer";"Decrescente";"Chuva";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;2;"-25.08235";"-48.615093";"SR-PR";"DEL7/1";"UOP02/PR"
187810;2019-01-27;"1";"18:30:00";"AP";210;1,8;"MACAPA";"Ingestão de Álcool";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Múltipla";"Interseção de vias";"Sim";2;0;1;0;1;0;1;2;"0.0822282";"-51.07737157";"SR-AP";"UOP01/AP";""
187811;2019-01-27;"1";"17:50:00";"PB";230;108,9;"INGA";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;1;0;1;1;1;"-7.203";"-35.5483";"SR-PB";"DEL14/1";"UOP02/PB"
187812;2019-01-27;"1";"19:30:00";"MG";267;154,5;"LIMA DUARTE";"Ingestão de Álcool";"Capotamento";"Sem Vítimas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";3;0;0;0;3;0;0;1;"-21.83552776";"-43.77279282";"SR-MG";"DEL5";"UOP01/MG"
187813;2019-01-27;"1";"20:40:00";"SC";101;131;"BALNEARIO CAMBORIU";"Falta de Atenção à Condução";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;"-26.9965";"-48.6555";"SR-SC";"DEL8/4";"UOP03/SC"
187814;2019-01-27;"1";"19:30:00";"PI";407;444,1;"GEMINIANO";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;0;1;1;2;"-7.20858";"-41.294418";"SR-PI";"DEL17/4";"UOP01/PI"
187815;2019-01-27;"1";"18:00:00";"RJ";101;281,4;"TANGUA";"Desobediência às normas de trânsito pelo pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;1;"-22.737854";"-42.787022";"SR-RJ";"DEL5/2";"UOP03/RJ"
187816;2019-01-27;"1";"19:50:00";"MS";463;11;"DOURADOS";"Defeito Mecânico no Veículo";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;2;0;0;0;2;1;"-22.246962";"-54.909012";"SR-MS";"DEL3/4";"UOP01/MS"
187817;2019-01-27;"1";"17:00:00";"MA";10;320;"ACAILANDIA";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;2;"-4.952405";"-47.503384";"SR-MA";"DEL18/4";"UOP03/MA"
187819;2019-01-27;"1";"21:05:00";"SC";101;325,7;"CAPIVARI DE BAIXO";"Defeito Mecânico no Veículo";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Não";2;0;2;0;0;0;2;1;"-28.4245";"-48.938";"SR-SC";"DEL8/2";"UOP01/SC"
187820;2019-01-27;"1";"16:30:00";"BA";324;542,7;"AMELIA RODRIGUES";"Falta de Atenção à Condução";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Sim";3;0;2;0;0;1;2;1;"-12.40204178";"-38.7563324";"SR-BA";"DEL10/1";"UOP01/BA"
187821;2019-01-27;"1";"21:00:00";"SC";280;54,5;"GUARAMIRIM";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Sim";3;0;2;0;1;0;2;2;"-26.475399";"-48.983723";"SR-SC";"DEL8/3";"UOP03/SC"
187822;2019-01-27;"1";"18:45:00";"RO";364;15,9;"VILHENA";"Ingestão de Álcool";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";3;0;0;1;2;0;1;2;"-12.736713";"-60.148098";"SR-RO";"DEL21/4";"UOP01/RO"
187823;2019-01-27;"1";"18:15:00";"PI";316;8;"TERESINA";"Ingestão de Álcool";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Reta";"Sim";5;0;2;0;3;0;2;2;"-5.164865";"-42.768986";"SR-PI";"DEL17/1";"UOP02/PI"
187824;2019-01-27;"1";"21:25:00";"SC";101;176;"BIGUACU";"Velocidade Incompatível";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;"-27.3557";"-48.6322";"SR-SC";"DEL8/1";"UOP01/SC"
187825;2019-01-27;"1";"21:20:00";"RJ";116;195;"QUEIMADOS";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;0;1;1;2;"-22.735729";"-43.547646";"SR-RJ";"DEL5/1";"UOP03/RJ"
187826;2019-01-27;"1";"21:20:00";"SP";153;101,6;"JOSE BONIFACIO";"Falta de Atenção à Condução";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;2;0;0;2;"-21.014778";"-49.638386";"SR-SP";"DEL6/9";"UOP01/SP"
187827;2019-01-27;"1";"20:40:00";"PR";272;368,5;"CAMPO MOURAO";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;1;"-24.054752";"-52.410614";"SR-PR";"DEL7/4";"UOP05/PR"
187828;2019-01-27;"1";"21:30:00";"MG";153;108,8;"PRATA";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Retorno Regulamentado";"Sim";3;0;1;0;1;1;1;1;"-19.30228127";"-48.90741259";"SR-MG";"DEL4/15";"UOP03/MG"
187829;2019-01-27;"1";"20:20:00";"PA";155;342,3;"MARABA";"Ingestão de Álcool";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;"-5.378458";"-49.076744";"SR-PA";"DEL19/3";"UOP01/PA"
187830;2019-01-27;"1";"19:00:00";"SC";101;435,5;"SOMBRIO";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Rotatória";"Sim";3;0;1;0;2;0;1;2;"-29.107";"-49.6369";"SR-SC";"DEL8/2";"UOP02/SC"
187831;2019-01-27;"1";"18:55:00";"BA";324;0;"FEIRA DE SANTANA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Não Informado";"Sim";3;0;1;1;1;0;2;2;"-12.267113";"-38.966988";"SR-BA";"DEL10/2";"UOP01/BA"
187832;2019-01-27;"1";"21:00:00";"RS";101;7;"TORRES";"Velocidade Incompatível";"Colisão transversal";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Curva";"Sim";2;0;0;0;2;0;0;2;"-29.354038";"-49.800503";"SR-RS";"DEL9/3";"UOP03/RS"
187833;2019-01-27;"1";"22:00:00";"GO";153;344;"JARAGUA";"Defeito na Via";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Simples";"Reta";"Não";2;0;1;1;0;0;2;1;"-15.624779";"-49.387218";"SR-GO";"DEL1/2";"UOP02/GO"
187834;2019-01-27;"1";"22:30:00";"PR";369;56,5;"BANDEIRANTES";"Ingestão de álcool e/ou substâncias psicoativas pelo pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Desvio Temporário";"Sim";3;0;1;0;2;0;1;1;"-23.11154427";"-50.37327468";"SR-PR";"DEL7/7";"UOP06/PR"
187835;2019-01-27;"1";"21:30:00";"MG";381;915,8;"CAMANDUCAIA";"Falta de Atenção à Condução";"Colisão lateral";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Não Informado";"Não";5;0;0;0;4;1;0;5;"-22.7369";"-46.1349";"SR-MG";"DEL09";"UOP03/MG"
187836;2019-01-27;"1";"20:00:00";"RJ";101;507;"ANGRA DOS REIS";"Ingestão de Álcool";"Capotamento";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Reta";"Não";6;0;3;2;1;0;5;1;"-22.94061738";"-44.41844076";"SR-RJ";"DEL5/3";"UOP03/RJ"
187837;2019-01-27;"1";"21:45:00";"PB";230;27,1;"JOAO PESSOA";"Ingestão de Álcool";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;1;"-7.16818987";"-34.88474071";"SR-PB";"DEL14/1";"UOP00/PB"
187838;2019-01-27;"1";"22:06:00";"MG";381;828,6;"SAO SEBASTIAO DA BELA VISTA";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";4;0;3;1;0;0;4;2;"-22.1178";"-45.7549";"SR-MG";"DEL09";"UOP01/MG"
187839;2019-01-27;"1";"21:20:00";"PE";408;80,7;"PAUDALHO";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Não Informado";"Não";5;0;3;0;0;2;3;1;"-7.933738";"-35.131231";"SR-PE";"DEL11/1";"UOP01/PE"
187840;2019-01-27;"1";"22:30:00";"RS";101;4,8;"MAQUINE";"Desobediência às normas de trânsito pelo condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;1;0;1;2;"-29.71906663";"-50.19893646";"SR-RS";"DEL9/3";"UOP01/RS"
187841;2019-01-27;"1";"22:25:00";"SC";470;51,9;"BLUMENAU";"Ingestão de Álcool";"Colisão frontal";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Não";2;0;0;0;2;0;0;2;"-26.862339";"-49.084038";"SR-SC";"DEL8/4";"UOP01/SC"
187842;2019-01-27;"1";"22:50:00";"SP";116;419,1;"JUQUIA";"Falta de Atenção à Condução";"Colisão com objeto estático";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;0;0;0;1;0;1;"-24.35710549";"-47.6751709";"SR-SP";"DEL6/5";"UOP01/SP"
187843;2019-01-27;"1";"23:15:00";"SP";116;201;"ARUJA";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;1;"-23.40284368";"-46.32654883";"SR-SP";"DEL6/1";"UOP02/SP"
187844;2019-01-27;"1";"22:30:00";"MS";163;258,3;"DOURADOS";"Mal Súbito";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;1;0;0;1;1;"-22.25636465";"-54.77937136";"SR-MS";"DEL3/4";"UOP01/MS"
187845;2019-01-27;"1";"20:00:00";"TO";153;202,8;"NOVA OLINDA";"Falta de Atenção à Condução";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;"-7.666296";"-48.425659";"SR-TO";"UOP04/TO";""
187846;2019-01-27;"1";"23:44:00";"SC";101;204;"SAO JOSE";"Ingestão de Álcool";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";5;0;3;0;2;0;3;3;"-27.5832";"-48.6151";"SR-SC";"DEL8/1";"UOP01/SC"
187847;2019-01-27;"1";"22:30:00";"ES";101;79;"SAO MATEUS";"Falta de Atenção à Condução";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;"-18.720545";"-39.865883";"SR-ES";"DEL12/4";"UOP02/ES"
187848;2019-01-27;"1";"20:30:00";"TO";153;146,5;"ARAGUAINA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;"-7.213399";"-48.244324";"SR-TO";"UOP04/TO";""
187849;2019-01-27;"1";"13:20:00";"PR";116;80;"PIRAQUARA";"Falta de Atenção à Condução";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ignorado";"Dupla";"Curva";"Não";1;0;0;1;0;0;1;1;"-25.403618";"-49.059505";"SR-PR";"DEL7/1";"UOP01/PR"
187850;2019-01-28;"2";"00:38:00";"SC";101;205;"SAO JOSE";"Velocidade Incompatível";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;0;1;1;2;"-27.592";"-48.6181";"SR-SC";"DEL8/1";"UOP01/SC"
187851;2019-01-27;"1";"13:45:00";"MG";365;632;"UBERLANDIA";"Pista Escorregadia";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Não";1;0;0;0;0;1;0;1;"-18.904";"-48.3429";"SR-MG";"DEL4/15";"UOP01/MG"
187852;2019-01-27;"1";"19:50:00";"CE";116;401,2;"UMARI";"Falta de Atenção à Condução";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;"-6.62210826";"-38.83216381";"SR-CE";"DEL16/5";"UOP01/CE"
187853;2019-01-27;"1";"21:45:00";"MA";10;175,8;"CAMPESTRE DO MARANHAO";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;0;2;0;1;2;2;"-6.1786161";"-47.3637563";"SR-MA";"DEL18/4";"UOP02/MA"
187854;2019-01-27;"1";"22:30:00";"BA";116;572;"BREJOES";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Não";1;0;1;0;0;0;1;1;"-13.04833775";"-39.96038005";"SR-BA";"DEL10/3";"UOP02/BA"
187855;2019-01-27;"1";"18:00:00";"MT";364;8;"ALTO ARAGUAIA";"Ingestão de Álcool";"Colisão lateral";"Sem Vítimas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Desvio Temporário";"Não";2;0;0;0;2;0;0;2;"-17.276684";"-53.269611";"SR-MT";"DEL2/2";"UOP04/MT"
187856;2019-01-28;"2";"01:00:00";"SC";101;75,9;"ARAQUARI";"Desobediência às normas de trânsito pelo condutor";"Colisão lateral";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;1;0;0;1;1;0;2;"-26.5621";"-48.72";"SR-SC";"DEL8/3";"UOP02/SC"
187857;2019-01-27;"1";"18:50:00";"RO";174;15;"VILHENA";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Sim";3;0;1;1;1;0;2;2;"-12.723321";"-60.12801";"SR-RO";"DEL21/4";"UOP01/RO"
187858;2019-01-27;"1";"22:30:00";"PB";230;369,5;"MALTA";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;2;1;0;0;3;1;"-6.9068";"-37.5407";"SR-PB";"DEL14/3";"UOP02/PB"
187859;2019-01-28;"2";"00:45:00";"PE";104;90,1;"AGRESTINA";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;1;"-8.478865";"-35.94445";"SR-PE";"DEL11/2";"UOP01/PE"
187860;2019-01-27;"1";"20:30:00";"BA";101;930;"NOVA VICOSA";"Defeito Mecânico no Veículo";"Incêndio";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;"-17.959";"-39.8609";"SR-BA";"DEL10/9";"UOP03/BA"
187861;2019-01-28;"2";"00:15:00";"PB";230;32;"BAYEUX";"Defeito na Via";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";2;0;0;0;1;1;0;2;"-7.143";"-34.9192";"SR-PB";"DEL14/1";"UOP00/PB"
187863;2019-01-27;"1";"23:38:00";"MG";116;244,2;"TEOFILO OTONI";"Ingestão de Álcool";"Colisão lateral";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Simples";"Curva";"Não";3;0;0;0;2;1;0;2;"-17.595211";"-41.491335";"SR-MG";"DEL4/11";"UOP01/MG"
187865;2019-01-28;"2";"04:20:00";"DF";70;19;"BRASILIA";"Animais na Pista";"Capotamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Não";4;0;3;0;1;0;3;1;"-15.788868";"-48.220242";"SR-DF";"DF";"UOP06/DF"
187867;2019-01-28;"2";"03:00:00";"PB";101;69,8;"SANTA RITA";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Fatais";"Amanhecer";"Decrescente";"Garoa/Chuvisco";"Dupla";"Reta";"Não";2;1;0;0;1;0;0;2;"-7.066";"-35.008";"SR-PB";"DEL14/1";"UOP03/PB"
187868;2019-01-28;"2";"05:20:00";"SP";116;94,5;"PINDAMONHANGABA";"Defeito Mecânico no Veículo";"Colisão com objeto em movimento";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";4;0;0;0;4;0;0;4;"-22.960953";"-45.421791";"SR-SP";"DEL6";"UOP01/SP"
187869;2019-01-28;"2";"03:20:00";"PB";230;51,1;"CRUZ DO ESPIRITO SANTO";"Ingestão de Álcool";"Colisão com objeto estático";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;"-7.1897";"-35.0615";"SR-PB";"DEL14/1";"UOP02/PB"
187870;2019-01-28;"2";"05:30:00";"AL";101;115;"PILAR";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Chuva";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;"-9.628554";"-36.030724";"SR-AL";"DEL13/2";"UOP01/AL"
187871;2019-01-28;"2";"04:20:00";"MG";365;320,9;"SAO GONCALO DO ABAETE";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;0;1;1;1;"-18.269438";"-45.885796";"SR-MG";"DEL4/10";"UOP01/MG"
187872;2019-01-28;"2";"06:50:00";"SP";116;274;"TABOAO DA SERRA";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;1;"-23.61764632";"-46.80010021";"SR-SP";"DEL6/4";"UOP01/SP"
187873;2019-01-28;"2";"06:49:00";"SP";116;218;"GUARULHOS";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Múltipla";"Desvio Temporário";"Não";4;0;2;0;2;0;2;2;"-23.46209681";"-46.49002361";"SR-SP";"DEL6/1";"UOP01/SP"
187874;2019-01-28;"2";"05:45:00";"MG";364;29,6;"FRUTAL";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nevoeiro/Neblina";"Simples";"Desvio Temporário";"Sim";1;0;1;0;0;0;1;1;"-20.01547759";"-48.91495412";"SR-MG";"DEL13";"UOP02/MG"
